,Title,Company,City,jobs,Salary_min,Salary_max,Salary_ave,Median
68207,Data Scientist,MBN Recruitment Solutions,Glasgow,machine+learning,53550.0,63724.5,63724.5,1
68918,Machine Learning Engineer (MLOps),realTime,Belfast,machine+learning,59500.0,70805.0,70805.0,1
68924,"Machine Learning Engineer, Belfast",realTime,Belfast,machine+learning,59500.0,70805.0,70805.0,1
68943,Data Scientist - Belfast,realTime,Belfast,machine+learning,35700.0,42483.0,42483.0,0
68950,Data Scientist,Harnham,Belfast,machine+learning,47600.0,56644.0,56644.0,1
69664,Performance Analyst,UK Government - Driver and Vehicle Standards Agenc...,Bath,machine+learning,36573.46,43522.4174,43522.4174,0
69665,Data Scientist,Sanderson Recruitment Plc,Bath,machine+learning,47600.0,56644.0,56644.0,1
69674,Data Scientist - DfE Data Science Lab,UK Government - Department for Education,Bath,machine+learning,49966.909999999996,59460.622899999995,59460.622899999995,1
69675,Data Engineer,Three People,Bath,machine+learning,41650.0,49563.5,49563.5,1
69677,"Software Engineer (C++/Python), AI/Machine Learning - Bristo...",Linux Recruit,Bath,machine+learning,53550.0,63724.5,63724.5,1
69681,Machine Learning Engineer (Reinforcement Learning),Cubiq Recruitment,Bath,machine+learning,41650.0,49563.5,49563.5,1
69710,Data Engineer,ADLIB,Bath,machine+learning,59500.0,70805.0,70805.0,1
69739,Data Scientist,Opus Recruitment Solutions,Bath,machine+learning,47600.0,56644.0,56644.0,1
69759,Data Scientist,Methods,Bath,machine+learning,47600.0,56644.0,56644.0,1
69773,Head of Analytics and Data Science,Michael Page UK,Bath,machine+learning,95200.0,113288.0,113288.0,1
69774,Database Developer,Wade Macdonald,Bath,machine+learning,41650.0,49563.5,49563.5,1
69812,Senior Data Scientist,Metrica Recruitment,Bath,machine+learning,83300.0,99127.0,99127.0,1
70411,"Machine Learning Engineer (Healthcare, Remote)",Understanding Recruitment,Oxford,machine+learning,59500.0,70805.0,70805.0,1
70440,Postdoctoral Data Scientist,University of Oxford,Oxford,machine+learning,39052.229999999996,46472.153699999995,46472.153699999995,0
70474,Senior Researcher in Health Data Science,University of Oxford,Oxford,machine+learning,49415.939999999995,58804.96859999999,58804.96859999999,1
70516,Head of Data Science / Innovation,Mexa Solutions,Oxford,machine+learning,119000.0,141610.0,141610.0,1
70521,Data Scientist - KTP Associate,University of Reading,Oxford,machine+learning,59500.0,70805.0,70805.0,1
71765,Business Intelligence Engineer,Lorien,London,data+engineer,71400.0,84966.0,84966.0,1
73466,Platforms Data Analyst,BMJ,Cardiff,database+administrator,43097.04,51285.4776,51285.4776,1
74201,Database Administrator,Busy Bee Recruitment,Cambridge,database+administrator,27370.0,32570.3,32570.3,0
74948,"Data, Monitoring and Evaluation Administrator",University of Wolverhampton,Birmingham,database+administrator,24603.25,29277.8675,29277.8675,0
74972,CTP - Senior Applications Analyst - Band N,Metropolitan Police,Birmingham,database+administrator,51517.479999999996,61305.801199999994,61305.801199999994,1
74977,Senior applications analyst - counter terrorism policing,Metropolitan Police,Birmingham,database+administrator,51517.479999999996,61305.801199999994,61305.801199999994,1
75684,SQL Database Administrator,Transglobal Express Ltd,Liverpool,database+administrator,29750.0,35402.5,35402.5,0
75690,Planning/Data Base Administrator,Arena Instrumentation Ltd,Liverpool,database+administrator,26180.0,31154.199999999997,31154.199999999997,0
75704,Data Management Administrator,BIU,Liverpool,database+administrator,21420.0,25489.8,25489.8,0
75705,Database Manager,Maxwell Bond,Liverpool,database+administrator,44030.0,52395.7,52395.7,1
77154,Data and Office Administrator,Together for Mental Wellbeing,London,database+administrator,24581.829999999998,29252.377699999997,29252.377699999997,0
77156,Data Officer and Administrator,London School of Hygiene & Tropical Medicine,London,database+administrator,35526.26,42276.2494,42276.2494,0
77160,SQL Database Administrator,Teceze Ltd,London,database+administrator,41650.0,49563.5,49563.5,1
77166,Senior Database Administrator RBKC55252,London Tri-Borough Councils,London,database+administrator,59400.04,70686.04759999999,70686.04759999999,1
77184,Database Administrator,Jenrick Group,London,database+administrator,29750.0,35402.5,35402.5,0
77210,CRM Database Administrator,Austin Rose,London,database+administrator,21420.0,25489.8,25489.8,0
77216,Junior Data Analyst & Administrator,Cory Riverside Energy,London,database+administrator,21076.09,25080.5471,25080.5471,0
77220,Administration and Database Assistant – 12 month contract.,Taylor James Resourcing,London,database+administrator,27370.0,32570.3,32570.3,0
77240,"Lead Database Administrator (Oracle, MySQL, AWS)",Linux Recruit,London,database+administrator,101150.0,120368.5,120368.5,1
77247,SQL Database Administrator,Carousel Consultancy,London,database+administrator,41650.0,49563.5,49563.5,1
77259,Database Manager,Mothers' Union,London,database+administrator,45220.0,53811.799999999996,53811.799999999996,1
77275,"Senior Database Administrator (PostgreSQL, Oracle)",Linux Recruit,London,database+administrator,83300.0,99127.0,99127.0,1
77279,DBA / Database Administrator,Aspire Cambridge,London,database+administrator,36890.0,43899.1,43899.1,0
77296,Senior Database Administrator,EV Cargo Technology,London,database+administrator,77350.0,92046.5,92046.5,1
77299,SQL Database Administrator (DBA),Lewis Paige Recruitment,London,database+administrator,41650.0,49563.5,49563.5,1
77303,Database Administrator (MySQL),Reqiva Ltd,London,database+administrator,59500.0,70805.0,70805.0,1
77315,Database Administrator (DBA),Placement Services Limited,London,database+administrator,47600.0,56644.0,56644.0,1
77328,Sales Administrator & Analyst (Medical Aesthetics),ARC Aesthetic Professionals,London,database+administrator,41650.0,49563.5,49563.5,1
77330,Junior Data Analyst & Administrator,Cory Riverside Energy,London,database+administrator,21076.09,25080.5471,25080.5471,0
77350,Administrator - Good Excel & CRM database experience - 12 Mo...,Meridian,London,database+administrator,23800.0,28322.0,28322.0,0
77356,"Senior Manager, Data and Statistics",Bank of England,London,database+administrator,89250.0,106207.5,106207.5,1
77375,Employment Tax Senior Analyst,Accenture,London,database+administrator,41650.0,49563.5,49563.5,1
77432,SQL Database Administrator,JEM Consultancy,London,database+administrator,47600.0,56644.0,56644.0,1
77608,Data Scientist,Reqiva Ltd,London,database+administrator,65450.0,77885.5,77885.5,1
78614,Database / CRM Administrator,AWD Recruitment Limited,Leeds,database+administrator,24990.0,29738.1,29738.1,0
78623,Data Administrator **External**,West Yorkshire Police,Leeds,database+administrator,43279.11,51502.1409,51502.1409,1
78627,Research Data Administrator,Vet-AI,Leeds,database+administrator,32725.0,38942.75,38942.75,0
80093,Senior SQL Database Administrator,Manchester University NHS Foundation Trust,Manchester,database+administrator,46279.1,55072.12899999999,55072.12899999999,1
80097,Database Administrator,Maximus UK,Manchester,database+administrator,57120.0,67972.8,67972.8,1
80101,Database Administrator,YourPrime Recruitment,Manchester,database+administrator,35700.0,42483.0,42483.0,0
80170,SQL Data,Oscar Technology,Manchester,database+administrator,41650.0,49563.5,49563.5,1
80205,Telephone Researcher / Marketing Data Administrator (6 Month...,SpaMedica,Manchester,database+administrator,20825.0,24781.75,24781.75,0
80854,Database Administrator,HRC Recruitment,Glasgow,database+administrator,23800.0,28322.0,28322.0,0
81587,Membership Database Administrator,Royal Society of Wildlife Trusts,Belfast,database+administrator,21420.0,25489.8,25489.8,0
82659,Business Systems Database Administrator,CCFE,Oxford,database+administrator,22610.0,26905.899999999998,26905.899999999998,0
82660,Business Systems Database Administrator,Culham Centre for Fusion Energy,Oxford,database+administrator,22610.0,26905.899999999998,26905.899999999998,0
