,Title,Location,Company,Salary
1546,"newData Scientist, Product Analytics - Ads Infrastructure","New York, NY",Facebook,
1547,Data Scientist,"New York, NY 10036 (Midtown area)•Remote",Source Enterprises,
1548,Data Scientist - Fraud,"Columbus, NY",Klarna,
1549,Data Scientist,"New York, NY",Amex,
1550,Data Scientist,"New York, NY 10019 (Midtown area)",Valiance Solutions,
1551,Data Scientist,"New York, NY 10018 (Garment District area)",QuaEra,
1552,Data Scientist,"New York, NY•Remote",Fulcrum Analytics,
1553,Data Scientist (Remote) - New York,"New York, NY•Remote",AlphaSights Ltd.,
1554,Data Scientist,"New York, NY 10010 (Park Slope area)",Hinge,
1555,"Senior Data Scientist, Programming Responsibility","New York, NY•Remote",Spotify,
1556,Data Scientist,"Corning, NY 14831",Corning,
1557,newData Scientist,"New York, NY",BNY Mellon,
1558,Data Scientist,"Buffalo, NY 14201 (Lakeview area)",IBM,
1559,Data Scientist (Personalization),"New York, NY",The New York Times,
1560,Data Scientist,New York State•Remote,AbleTo,
1561,"newData Scientist, Product Analytics - Ads Infrastructure","New York, NY",Facebook,
1562,Data Scientist,"New York, NY 10036 (Midtown area)•Remote",Source Enterprises,
1563,Data Scientist - Fraud,"Columbus, NY",Klarna,
1564,Data Scientist,"New York, NY",Amex,
1565,Data Scientist,"New York, NY 10019 (Midtown area)",Valiance Solutions,
1566,Data Scientist,"New York, NY 10018 (Garment District area)",QuaEra,
1567,Data Scientist,"New York, NY•Remote",Fulcrum Analytics,
1568,Data Scientist (Remote) - New York,"New York, NY•Remote",AlphaSights Ltd.,
1569,Data Scientist,"New York, NY 10010 (Park Slope area)",Hinge,
1570,"Senior Data Scientist, Programming Responsibility","New York, NY•Remote",Spotify,
1571,Data Scientist,"Corning, NY 14831",Corning,
1572,newData Scientist,"New York, NY",BNY Mellon,
1573,Data Scientist,"Buffalo, NY 14201 (Lakeview area)",IBM,
1574,Data Scientist (Personalization),"New York, NY",The New York Times,
1575,Data Scientist,New York State•Remote,AbleTo,
1576,"newData Scientist, Product Analytics - Ads Infrastructure","New York, NY",Facebook,
1577,Data Scientist,"New York, NY 10036 (Midtown area)•Remote",Source Enterprises,
1578,Data Scientist - Fraud,"Columbus, NY",Klarna,
1579,Data Scientist,"New York, NY",Amex,
1580,Data Scientist,"New York, NY 10019 (Midtown area)",Valiance Solutions,
1581,Data Scientist,"New York, NY 10018 (Garment District area)",QuaEra,
1582,Data Scientist,"New York, NY•Remote",Fulcrum Analytics,
1583,Data Scientist (Remote) - New York,"New York, NY•Remote",AlphaSights Ltd.,
1584,Data Scientist,"New York, NY 10010 (Park Slope area)",Hinge,
1585,"Senior Data Scientist, Programming Responsibility","New York, NY•Remote",Spotify,
1586,Data Scientist,"Corning, NY 14831",Corning,
1587,newData Scientist,"New York, NY",BNY Mellon,
1588,Data Scientist,"Buffalo, NY 14201 (Lakeview area)",IBM,
1589,Data Scientist (Personalization),"New York, NY",The New York Times,
1590,Data Scientist,New York State•Remote,AbleTo,
1591,"newData Scientist, Product Analytics - Ads Infrastructure","New York, NY",Facebook,
1592,Data Scientist,"New York, NY 10036 (Midtown area)•Remote",Source Enterprises,
1593,Data Scientist - Fraud,"Columbus, NY",Klarna,
1594,Data Scientist,"New York, NY",Amex,
1595,Data Scientist,"New York, NY 10019 (Midtown area)",Valiance Solutions,
1596,Data Scientist,"New York, NY 10018 (Garment District area)",QuaEra,
1597,Data Scientist,"New York, NY•Remote",Fulcrum Analytics,
1598,Data Scientist (Remote) - New York,"New York, NY•Remote",AlphaSights Ltd.,
1599,Data Scientist,"New York, NY 10010 (Park Slope area)",Hinge,
1600,"Senior Data Scientist, Programming Responsibility","New York, NY•Remote",Spotify,
1601,Data Scientist,"Corning, NY 14831",Corning,
1602,newData Scientist,"New York, NY",BNY Mellon,
1603,Data Scientist,"Buffalo, NY 14201 (Lakeview area)",IBM,
1604,Data Scientist (Personalization),"New York, NY",The New York Times,
1605,Data Scientist,New York State•Remote,AbleTo,
1606,"newData Scientist, Product Analytics - Ads Infrastructure","New York, NY",Facebook,
1607,Data Scientist,"New York, NY 10036 (Midtown area)•Remote",Source Enterprises,
1608,Data Scientist - Fraud,"Columbus, NY",Klarna,
1609,Data Scientist,"New York, NY",Amex,
1610,Data Scientist,"New York, NY 10019 (Midtown area)",Valiance Solutions,
1611,Data Scientist,"New York, NY 10018 (Garment District area)",QuaEra,
1612,Data Scientist,"New York, NY•Remote",Fulcrum Analytics,
1613,Data Scientist (Remote) - New York,"New York, NY•Remote",AlphaSights Ltd.,
1614,Data Scientist,"New York, NY 10010 (Park Slope area)",Hinge,
1615,"Senior Data Scientist, Programming Responsibility","New York, NY•Remote",Spotify,
1616,Data Scientist,"Corning, NY 14831",Corning,
1617,newData Scientist,"New York, NY",BNY Mellon,
1618,Data Scientist,"Buffalo, NY 14201 (Lakeview area)",IBM,
1619,Data Scientist (Personalization),"New York, NY",The New York Times,
1620,Data Scientist,New York State•Remote,AbleTo,
1621,"newData Scientist, Product Analytics - Ads Infrastructure","New York, NY",Facebook,
1622,Data Scientist,"New York, NY 10036 (Midtown area)•Remote",Source Enterprises,
1623,Data Scientist - Fraud,"Columbus, NY",Klarna,
1624,Data Scientist,"New York, NY",Amex,
1625,Data Scientist,"New York, NY 10019 (Midtown area)",Valiance Solutions,
1626,Data Scientist,"New York, NY 10018 (Garment District area)",QuaEra,
1627,Data Scientist,"New York, NY•Remote",Fulcrum Analytics,
1628,Data Scientist (Remote) - New York,"New York, NY•Remote",AlphaSights Ltd.,
1629,Data Scientist,"New York, NY 10010 (Park Slope area)",Hinge,
1630,"Senior Data Scientist, Programming Responsibility","New York, NY•Remote",Spotify,
1631,Data Scientist,"Corning, NY 14831",Corning,
1632,newData Scientist,"New York, NY",BNY Mellon,
1633,Data Scientist,"Buffalo, NY 14201 (Lakeview area)",IBM,
1634,Data Scientist (Personalization),"New York, NY",The New York Times,
1635,Data Scientist,New York State•Remote,AbleTo,
1636,"newData Scientist, Product Analytics - Ads Infrastructure","New York, NY",Facebook,
1637,Data Scientist,"New York, NY 10036 (Midtown area)•Remote",Source Enterprises,
1638,Data Scientist - Fraud,"Columbus, NY",Klarna,
1639,Data Scientist,"New York, NY",Amex,
1640,Data Scientist,"New York, NY 10019 (Midtown area)",Valiance Solutions,
1641,Data Scientist,"New York, NY 10018 (Garment District area)",QuaEra,
1642,Data Scientist,"New York, NY•Remote",Fulcrum Analytics,
1643,Data Scientist (Remote) - New York,"New York, NY•Remote",AlphaSights Ltd.,
1644,Data Scientist,"New York, NY 10010 (Park Slope area)",Hinge,
1645,"Senior Data Scientist, Programming Responsibility","New York, NY•Remote",Spotify,
1646,Data Scientist,"Corning, NY 14831",Corning,
1647,newData Scientist,"New York, NY",BNY Mellon,
1648,Data Scientist,"Buffalo, NY 14201 (Lakeview area)",IBM,
1649,Data Scientist (Personalization),"New York, NY",The New York Times,
